"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1359603242267791362","x1483938396380745736",2022-01-19 23:04:18,"shmoovin_dunkin","@BRENTSPOV W!! 🥺","Twitter for Android",5,"x1483930713456009225","x1331346985308270598","BRENTSPOV",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1331346985308270598","BRENTSPOV","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/shmoovin_dunkin/status/1483938396380745736","sweet peanut","nak-cog-dough-chez","|| SFASU 🤢 '22 || LGBTQ+ Caucus Director of Membership || engayged || PFD 💔 || He/Him ||",,FALSE,178,245,0,1575,26174,2021-02-10 20:40:53,FALSE,,,,"https://pbs.twimg.com/profile_banners/1359603242267791362/1642631768",,"http://pbs.twimg.com/profile_images/1483931308237676548/hMIJTirc_normal.jpg"
"x1096127060207169537","x1483938379402207236",2022-01-19 23:04:14,"desmarais_kelly","@joncoopertweets @Starbucks Yes. I will go to Dunkin.","Twitter for iPhone",25,"x1483856040445763585","x27493883","joncoopertweets",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x27493883 x30973","joncoopertweets Starbucks","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/desmarais_kelly/status/1483938379402207236","Oh 4 Crying Out Loud! 🤦🏻‍♀️","United States","Grandma.. Politics junkie. Hanging on for the next blue wave. #resist #Resister #VoteBlue2022 #Vaxxed #ProudAlly🏳️‍🌈🌈 #BLM",,FALSE,761,713,0,27990,151176,2019-02-14 19:20:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/1096127060207169537/1609449031",,"http://pbs.twimg.com/profile_images/1367228576072953858/An_-z7M8_normal.jpg"
"x3349637717","x1483938323689357315",2022-01-19 23:04:01,"teedeeeeee","i walk in with dunkin and act like they were taking forever in the line LMFAO https://t.co/uk9KbFo0PJ","Twitter for iPhone",77,,,,TRUE,FALSE,0,1,,,,,"twitter.com/khilanii/statu…","https://t.co/uk9KbFo0PJ","https://twitter.com/khilanii/status/1483912309365956608",,,,,,,,,,,"en","x1483912309365956608","late for work now I gotta pretend like i’m mad when I walk in",2022-01-19 21:20:38,"Twitter for iPhone",2719,348,"x1278456007006605316","khilanii","niggasbebrokeokayy",351034,68,5193,"new york","",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/teedeeeeee/status/1483938323689357315","Tiana Bank$","united states","Tiana for fake.","https://t.co/OnCAvVICnD",FALSE,745,710,2,46236,77478,2015-06-28 19:42:35,FALSE,"https://t.co/OnCAvVICnD","http://dabomb.com",,"https://pbs.twimg.com/profile_banners/3349637717/1603926783","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1481855743053766657/KzfesFSI_normal.jpg"
"x1229125623286816769","x1483938232500953093",2022-01-19 23:03:39,"isabellelovejoy","i like dunkin because it prepares you for unpredictability. sometimes you get what you want and other times you get muddy pond water. that’s life baby","Twitter for iPhone",140,,,,FALSE,TRUE,0,19,,,,,,,,,,,,,,,,"x1154481070471090176","drivingmemadi","en",,,,,,,,,,,,,,,,"x1483847133358964749","i like dunkin because it prepares you for unpredictability. sometimes you get what you want and other times you get muddy pond water. that’s life baby",2022-01-19 17:01:39,"Twitter for iPhone",165,19,"x1154481070471090176","drivingmemadi","꧁Madimoiselle꧂",43892,483,13799,"chicago | she/her","like a furby but worse | unfortunately all views are my own",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/isabellelovejoy/status/1483938232500953093","isabelle☁️","","☼ taurus ☽ capricorn ➶ libra • she/her",,FALSE,42,105,0,559,3174,2020-02-16 19:29:31,FALSE,,,,"https://pbs.twimg.com/profile_banners/1229125623286816769/1636957387",,"http://pbs.twimg.com/profile_images/1460131607235510277/5tma6lit_normal.jpg"
"x30797693","x1483938226519826432",2022-01-19 23:03:38,"AVMGDIGITALHD","DUNKIN /T-MOBILE - DUNKIN _T-MOBILE Commercial","Radio.co now playing",46,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AVMGDIGITALHD/status/1483938226519826432","AVMGDIGITALHD","","THE NEW DIGITAL STATION!!! 
followed by @ROCNATION + @MASTERCARD","https://t.co/5B1G37LUtb",FALSE,761,1565,12,29125,247,2009-04-13 03:30:01,FALSE,"https://t.co/5B1G37LUtb","http://bit.ly/AVMGDIGITALliveoniHEARTRADIO",,"https://pbs.twimg.com/profile_banners/30797693/1622812933","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1419859730151919627/g_tBnT1P_normal.jpg"
"x35386492","x1483938044113735680",2022-01-19 23:02:54,"Ligtstar","how man of you are going to give your hard earned money to companies that don't give 2 💩s about their employees?????   aka you.

ps-i never cared for starbucks so i won't get over this travesty
easy peasy for me cause truly
the world runs on dunkin!!!!!","Twitter Web App",140,,,,FALSE,TRUE,0,4,,,,,,,,,,,,,,,,"x1266544876998574082","AuntieSknows","en",,,,,,,,,,,,,,,,"x1483934731414786048","how man of you are going to give your hard earned money to companies that don't give 2 💩s about their employees?????   aka you.

ps-i never cared for starbucks so i won't get over this travesty
easy peasy for me cause truly
the world runs on dunkin!!!!!",2022-01-19 22:49:44,"Twitter Web App",10,4,"x1266544876998574082","AuntieSknows","AuntieSknows",1147,1165,27943,"USA","NO LISTS,  NO LISTS
OR I BLOCK YOU
2020 learned to tweet
2025 will learn to DM
no DM'S for now",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Ligtstar/status/1483938044113735680","Lightstar","TN, USA","Jersey Girl Living in TN   #Resistance is not futile!  I follow back as I can.  If you are following me and I have missed you, let me know. #GeeksResist #FBR",,FALSE,12799,13978,54,153048,47135,2009-04-26 03:08:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/35386492/1433046543","http://abs.twimg.com/images/themes/theme3/bg.gif","http://pbs.twimg.com/profile_images/1236435116240654336/VYwafAXH_normal.jpg"
"x361752119","x1483937952757657605",2022-01-19 23:02:32,"METlCHE","I love New York bc u see a Dunkin Donuts with a tiny little door next to it and the tiny little door leads you to 5 different apartments","Twitter for iPhone",136,,,,FALSE,FALSE,20,1,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/METlCHE/status/1483937952757657605","aries stellium","Los Angeles, CA","Valentine / 23/ THEY THEM","https://t.co/PYIyQ7Vmby",FALSE,4365,279,20,39056,107662,2011-08-25 08:23:13,FALSE,"https://t.co/PYIyQ7Vmby","https://www.gofundme.com/f/housing-fund-for-disabled-family",,"https://pbs.twimg.com/profile_banners/361752119/1618621579","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1417710254016499712/dpfq7U5I_normal.jpg"
"x3344926338","x1483937812626001921",2022-01-19 23:01:59,"GIZER0","Whoever took my wallet when I dropped it in the dunkin donuts and spent all my fuckin money AND took my taco bell gift card (unforgivable) ya mom's a hoe","Twitter for Android",153,"x1483937594836664322","x3344926338","GIZER0",FALSE,FALSE,6,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/GIZER0/status/1483937812626001921","TEAM 🐟 | GIØ (they/them)","they/them","♊♊♊

23

sometimes, gio's a dick - miles

melee fox player/coach for Team Fish

an imperfect human with perfect ledgedashes

NB

#15(?) in Chicago","https://t.co/fiqOK9bBmr",FALSE,437,556,3,19797,93531,2015-08-26 05:12:46,FALSE,"https://t.co/fiqOK9bBmr","http://twitch.tv/gi0goat",,"https://pbs.twimg.com/profile_banners/3344926338/1641123084","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1480514049460903940/2fEwkF0i_normal.jpg"
"x87995907","x1483937743633854464",2022-01-19 23:01:42,"LisaPreity","#BoycottStarbucks

Dunkin Donuts right now: https://t.co/ij29iLyaFJ","Twitter for Android",83,,,,FALSE,TRUE,0,31,,,"BoycottStarbucks",,,,,"http://pbs.twimg.com/tweet_video_thumb/FJffqilXoAAAsye.jpg","https://t.co/ij29iLyaFJ","https://twitter.com/nashywil93/status/1483900529667420163/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/FJffqilXoAAAsye.jpg","https://t.co/ij29iLyaFJ","https://twitter.com/nashywil93/status/1483900529667420163/photo/1",,"x732119647248633856","nashywil93","en",,,,,,,,,,,,,,,,"x1483900529667420163","#BoycottStarbucks

Dunkin Donuts right now: https://t.co/ij29iLyaFJ",2022-01-19 20:33:50,"Twitter for iPhone",294,31,"x732119647248633856","nashywil93","Ragnarok_Begins_9/30/2022⛓",753,2677,19244,"Gotham, Metropolis, Midgard","Wrestling Fan | Superheroes | Sci Fi | #Powertv | Artist | Trump DeSantis 2024 🇺🇸 | Gamer | Geek | Horror | God of War | Black Conservative ✊🏿 PlayStation",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LisaPreity/status/1483937743633854464","Bob l'éponge à Paris 🗼","Potato Town 🤤 🥔 ","Welcome to my world of insanity where I say what I feel & it's probably frowned upon by society ✨",,FALSE,740,217,10,285956,6143,2009-11-06 18:02:08,FALSE,,,,"https://pbs.twimg.com/profile_banners/87995907/1588771386","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1477137300215808000/70h5EzSN_normal.jpg"
"x264874726","x1483937649513865219",2022-01-19 23:01:20,"Shoguun1","A Month Of Dunkin by Armand Rosamilia

""A great book. It is a most incredible insight into the life of a true Dunkin aficionado, and the amazing journey he takes for a month. Great fun. Dive in and bring your coffee"" - @amazon review

https://t.co/CqexnwXrul

via @ArmandAuthor https://t.co/iBtwQNDOod","Twitter for Android",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x18565896","ArmandAuthor","en",,,,,,,,,,,,,,,,"x1483937321124777988","A Month Of Dunkin by Armand Rosamilia

""A great book. It is a most incredible insight into the life of a true Dunkin aficionado, and the amazing journey he takes for a month. Great fun. Dive in and bring your coffee"" - @amazon review

https://t.co/CqexnwXrul

via @ArmandAuthor https://t.co/iBtwQNDOod",2022-01-19 23:00:02,"Buffer",2,1,"x18565896","ArmandAuthor","Armand Rosamilia",132072,127405,105117,"Jacksonville, FL","⌨Author. 🔫Crime Thrillers. ⚾Baseball. 🤘Metal. 💀Horror. 🧟Zombies. 🎙Podcaster. No discernible order. All my books: http://t.co/whWdTj1XlZ",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Shoguun1/status/1483937649513865219","Sho Okumoto","Hartrand! My Brand, My Company","Self Publishing Author, Novels & Comics! Musician! My Band Shozza!
Amazon
https://t.co/eit1KhXeN0
Shozza
https://t.co/tOjD4hDHBz","https://t.co/YaL4UdYhQt",FALSE,14281,14977,0,138128,151838,2011-03-12 16:06:18,FALSE,"https://t.co/YaL4UdYhQt","https://hartrand.business.site",,"https://pbs.twimg.com/profile_banners/264874726/1573706541","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1459237806069325829/iVbPJtbi_normal.jpg"
"x2941835788","x1483937450108104710",2022-01-19 23:00:32,"leytonswift","Dunkin tastes better anyway so we good. Starbucks has always been complete garbage https://t.co/k3yza8xE4F","Twitter Web App",82,,,,TRUE,FALSE,0,0,,,,,"twitter.com/KylaInTheBurgh…","https://t.co/k3yza8xE4F","https://twitter.com/KylaInTheBurgh/status/1483891401444179972",,,,,,,,,,,"en","x1483891401444179972","Starbucks is going back on their word announcing they will NOT require workers to be vaccinated &amp; will NOT require the employees making your food &amp; drinks to have a negative COVID test.

They might as well print on their cups ""fuck our customers &amp; their health"" #BoycottStarbucks",2022-01-19 19:57:34,"Twitter for Android",2120,714,"x932068755856936960","KylaInTheBurgh","Kyla In The Burgh 🔥🏴‍☠️",63006,45626,34075,"PITTSBURGH! ","Republicans call me a crazy cat lady because they're jealous I get more kitty than them.😏 The GOP hates women like me...strong, successful & snide. I run shit.",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/leytonswift/status/1483937450108104710","kavya","","medical student, ramen enthusiast, etc",,FALSE,1026,446,16,17286,4718,2014-12-26 06:09:45,FALSE,,,,"https://pbs.twimg.com/profile_banners/2941835788/1596622760","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/1483508286590697476/70fs2mI8_normal.jpg"
"x334423683","x1483937383297040384",2022-01-19 23:00:17,"Crazygirlcandie","@TristanSnell We have a new Starbucks in town, Small town in Florida. It's been a year or so now, I have never stepped foot in it yet and probably won't.  We go to Panerai for coffee or Dunkin donuts.","Twitter for Android",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x2881016715 x15801906","BarbTca TristanSnell","en",,,,,,,,,,,,,,,,"x1483934285518233600","@TristanSnell We have a new Starbucks in town, Small town in Florida. It's been a year or so now, I have never stepped foot in it yet and probably won't.  We go to Panerai for coffee or Dunkin donuts.",2022-01-19 22:47:58,"Twitter Web App",3,1,"x2881016715","BarbTca","Barb T🇨🇦✍✍",258,459,9825,"FL","McGill University
Bachelor of Education, Business",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Crazygirlcandie/status/1483937383297040384","Crazy Candy Girl","Texas, USA","I believe we can go back to the happy life we had before 2016",,FALSE,2587,4989,570,300820,22825,2011-07-13 02:25:29,FALSE,,,,"https://pbs.twimg.com/profile_banners/334423683/1628711160","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/1201266623384084482/mnF2GCEC_normal.jpg"
"x558976057","x1483937333330202625",2022-01-19 23:00:05,"Auby4Lori","@B52Malmet The CEO of Dunkin Donuts is doing cartwheels down the hallway right now","Twitter for iPhone",71,"x1483934326681124864","x2876041031","B52Malmet",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"x2876041031","B52Malmet","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Auby4Lori/status/1483937333330202625","PaizPaiz63 🇺🇸","New York, USA","....and calm, truth and reality have been restored. Proud Union Member. Wanna be 🏴󠁧󠁢󠁳󠁣󠁴󠁿, Ice Hockey fan",,FALSE,126,726,0,28788,51592,2012-04-20 22:01:04,FALSE,,,,"https://pbs.twimg.com/profile_banners/558976057/1570399945","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1363227709485297668/pKGfBsrj_normal.jpg"
"x357383919","x1483937280532246529",2022-01-19 22:59:52,"rhyswithersp00n","@SpartanPic70 @NBCNews Not so easy: Dunkin also doesn't require their employees to be vaccinated.","Twitter for Android",74,"x1483894701115727877","x759136645115289601","SpartanPic70",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"x759136645115289601 x14173315","SpartanPic70 NBCNews","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/rhyswithersp00n/status/1483937280532246529","Rhys","","#bitcoin",,FALSE,297,1291,3,5965,15668,2011-08-18 08:31:56,FALSE,,,,"https://pbs.twimg.com/profile_banners/357383919/1533826214","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1402092871444951053/YKaNx-AQ_normal.jpg"
"x184635885","x1483937216732798983",2022-01-19 22:59:37,"starbucksgirl51","@Starbucks - don't make me switch to Dunkin'. Employees need to be vaxxed, PERIOD.

(PS: SCOTUS said govt can't push the mandate onto companies. It never said YOU couldn't require it of your employees. Do you prefer your baristas get COVID &amp; miss work?) https://t.co/76LstZRu6E","Twitter Web App",281,,"x30973","Starbucks",FALSE,FALSE,0,0,,,,,"abcn.ws/3qJOAUw","https://t.co/76LstZRu6E","https://abcn.ws/3qJOAUw",,,,,,,,,"x30973","Starbucks","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/starbucksgirl51/status/1483937216732798983","KMG365 ☕ 🥀 🐝","","🍩☕️ 🐝Outspoken, opinionated NYer.  #KHive. #KHiveForBiden #BidenHarris2020. Don't like it? Don't care.",,FALSE,983,984,14,78308,821,2010-08-30 02:34:35,FALSE,,,,"https://pbs.twimg.com/profile_banners/184635885/1586918539","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/671427566851383296/D_ekPVFR_normal.jpg"
"x1269793222223634433","x1483937170612236299",2022-01-19 22:59:26,"duckymcjr77","@Wubbazt I mean there’s like decaf coffee I know it’s decaffeinated but idk how much nor how avaliable it is I just know it’s at places like Dunkin unfortunately I didn’t take coffeology in school last year so I would not know much","Twitter Web App",222,"x1483906595205656579","x1268531588456996870","Wubbazt",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x1268531588456996870","Wubbazt","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/duckymcjr77/status/1483937170612236299","Duck","","He/Him. MK and MSM player. My friend code is 87729767FD if you’d like to add me.

Credit to hypocritical#3922 on discord for the pfp!",,FALSE,238,504,3,3295,5092,2020-06-08 00:47:59,FALSE,,,,"https://pbs.twimg.com/profile_banners/1269793222223634433/1635078405",,"http://pbs.twimg.com/profile_images/1429146496746852358/Epxj3rw9_normal.jpg"
"x1169072186860220418","x1483937122310668288",2022-01-19 22:59:14,"RafaelH02751272","@LembergerMargo Yup! Only Dunkin Donuts and McDonalds coffee. Never stepped foot in a Starbucks until today homie. You just mad. Lmfaoooo.","Twitter for iPhone",122,"x1483931308728676352","x1483402634648338433","LembergerMargo",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1483402634648338433","LembergerMargo","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/RafaelH02751272/status/1483937122310668288","Rafael Hernandez","","Independent thought.",,FALSE,1,3,0,9,1,2019-09-04 02:18:40,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1169072350228373504/tTSds4Hx_normal.jpg"
"x259017894","x1483937061417717765",2022-01-19 22:59:00,"ellaoliveiraa","To the cute guy that took my order at dunkin’ and complimented my jacket earlier: I hope you’re having the best day ever","Twitter for iPhone",120,,,,FALSE,FALSE,3,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ellaoliveiraa/status/1483937061417717765","rafaela","Iowa, USA","☮️",,FALSE,470,217,12,1036,1918,2011-03-01 00:17:22,FALSE,,,,"https://pbs.twimg.com/profile_banners/259017894/1573072489","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1482266642734194688/opmUf_rM_normal.jpg"
"x1275797680728551425","x1483936976038502400",2022-01-19 22:58:39,"_jeric04","Wts lfb ph
SB19 DUNKIN PINK TUMBLER AND NOTEBOOK SET ✨

Strictly sold as set
DM me for offers
MOP: Gcash/GrabPay/BPI Bank Transfer
MOD: LBC/SCO

SB19 DUNKIN MERCH wts lfb https://t.co/bJ0qwzAdCX","Twitter for Android",140,,,,FALSE,TRUE,0,4,,,,,,,,,,,,,,,,"x851892768","clarenztv","en",,,,,,,,,,,,,,,,"x1483851254908723200","Wts lfb ph
SB19 DUNKIN PINK TUMBLER AND NOTEBOOK SET ✨

Strictly sold as set
DM me for offers
MOP: Gcash/GrabPay/BPI Bank Transfer
MOD: LBC/SCO

SB19 DUNKIN MERCH wts lfb https://t.co/bJ0qwzAdCX",2022-01-19 17:18:02,"Twitter for Android",4,4,"x851892768","clarenztv","ichuboiii | SB19 WTS LFB DUNKIN",172,443,3128,"","Content Creator 📷 Livestreamer 📱 Vlogger 🎥Instagram Influencer ✨ AB Communication Student 🎞️ Lasallian 💚 A'tin 💙",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_jeric04/status/1483936976038502400","J E R I C ˢᴮ🇵🇭 |","Republic of the Philippines","HE•HIM| A'TIN/ENGENE/ARMY| SB19 FANBOY SINCE ALAB ERA & ENHYPEN FEVER| MULTI| 🌽🍓

https://t.co/Ns5tatfemw","https://t.co/5UGYofJKcZ",FALSE,922,780,0,91025,106375,2020-06-24 14:27:47,FALSE,"https://t.co/5UGYofJKcZ","http://atinxsb19.com",,"https://pbs.twimg.com/profile_banners/1275797680728551425/1642103477",,"http://pbs.twimg.com/profile_images/1483762830008455168/Qz20yLLO_normal.jpg"
"x188290861","x1483936769368379392",2022-01-19 22:57:50,"ArchieGoodwin13","@dunkindonuts hey, had a weird experience at our local Dunkin. We ordered a large hot chocolate with added brown sugar cookie flavor. What we received was hot water with brown sugar cookie syrup in it.","Twitter for Android",201,,"x8771022","dunkindonuts",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x8771022","dunkindonuts","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ArchieGoodwin13/status/1483936769368379392","Ryne","Cedar Rapids, Iowa","Soulmate of the Sweetness, Board game lover, Gamicon Volunteer Coordinator, friend of animals. Him/he. Check out my podcast https://t.co/BWe6P7P1vE",,FALSE,127,293,5,45026,128363,2010-09-08 11:28:58,FALSE,,,,"https://pbs.twimg.com/profile_banners/188290861/1605975128","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1243779861279395848/1c2Uvyzn_normal.jpg"
"x1482324134478884865","x1483936678523727872",2022-01-19 22:57:29,"kaaaaaaaarren","4. Trusted by big brands. Aside from being the most popular and most awarded Ppop group in the PH, SB19 is also one of the most bankable brand ambassadors/endorsers in PH. Big brands are tapping them and even collaborated for brand songs w/ them. (Ex. Dunkin, Pepsi, Acer, etc). https://t.co/INbt2JFafX","Twitter for iPhone",140,,,,FALSE,TRUE,0,512,,,,,,,,,,,,,,,,"x1262737468882685952","SBVico19","en",,,,,,,,,,,,,,,,"x1481857507051982849","4. Trusted by big brands. Aside from being the most popular and most awarded Ppop group in the PH, SB19 is also one of the most bankable brand ambassadors/endorsers in PH. Big brands are tapping them and even collaborated for brand songs w/ them. (Ex. Dunkin, Pepsi, Acer, etc). https://t.co/INbt2JFafX",2022-01-14 05:15:35,"Twitter for Android",584,512,"x1262737468882685952","SBVico19","Mayor Vivico 🇵🇭 (#SB19WorldDomination)",13241,1540,16264,"Pasig City, National Capital R","SB19 fanboy since September 2019 Go Up era. Atenista + Public Servant. 

-Parody Fan Account for SB19 (not the real Mayor Vico)",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kaaaaaaaarren/status/1483936678523727872","kaaaaaaaarren","Republic of the Philippines","I love SB19 🇵🇭🎶 P-POP  | MAHALIMA |",,FALSE,6,81,0,75,96,2022-01-15 12:10:12,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1482583677830074369/n9USW8LI_normal.jpg"
"x870019898575138816","x1483936658047352833",2022-01-19 22:57:24,"TheOnlyNoIan","my mom told me to go to the grocery store to pick her order up. so i did, then i went to another grocery store to get drinks, the pet store and dunkin’ donuts","Twitter for iPhone",158,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TheOnlyNoIan/status/1483936658047352833","Nolan","Citi Field","I roll with a crew of problematic bachelors, and we call ourselves “the squad”","https://t.co/rRgZztkXYF",FALSE,940,2169,5,34033,68535,2017-05-31 20:51:22,FALSE,"https://t.co/rRgZztkXYF","http://twitch.tv/theshowtimesyt",,"https://pbs.twimg.com/profile_banners/870019898575138816/1639461974","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1480962265214029825/PoSbjvRu_normal.jpg"
"x2622598322","x1483936553982640128",2022-01-19 22:56:59,"ummhi_qwert","@pantungalimar Gw pernah ngerjain tugas di dunkin, trus nanya password ke kasirnya di bilangin ada distruk!!!! Gw udh nyari kemanamanaaa ga ada!!! Orngnya malah ketawa2 ajah!! Jahat bgt!! Gw baru sadar pas LIAT INI fak :)","Twitter for Android",206,"x1483744085123174401","x582553661","pantungalimar",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x582553661","pantungalimar","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ummhi_qwert/status/1483936553982640128","qwert.","","just original girl with big dream
Stand for BTS..",,FALSE,37,180,0,1049,5180,2014-07-12 10:23:27,FALSE,,,,"https://pbs.twimg.com/profile_banners/2622598322/1641614488","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1479664520620437509/3JgUOywR_normal.jpg"
"x2625475895","x1483936384004108293",2022-01-19 22:56:18,"chrisalazar4L","the person in front of me at dunkin’ paid for me wtf 😭","Twitter for iPhone",54,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chrisalazar4L/status/1483936384004108293","Chris 🥀","satx","Dad 👨‍👧 @_lydiaceleste 🤍🌻","https://t.co/XQdwpuIeYs",FALSE,836,1039,3,8743,9089,2014-06-20 11:35:59,FALSE,"https://t.co/XQdwpuIeYs","http://simp.com",,"https://pbs.twimg.com/profile_banners/2625475895/1625395304","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1461132757514567681/ffJPx_F3_normal.jpg"
